Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN28809,2,0,1,5,Meal Plan 1,0,Room_Type 4,146,2018,7,4,Online,0,0,0,116.45,0,Canceled
INN34266,2,2,1,1,Meal Plan 1,0,Room_Type 6,216,2018,8,6,Online,0,0,0,177.3,0,Canceled
INN11756,1,0,0,1,Meal Plan 1,0,Room_Type 1,5,2018,1,13,Offline,0,0,0,65.0,0,Not_Canceled
INN33827,3,0,2,3,Meal Plan 1,0,Room_Type 4,68,2018,10,9,Online,0,0,0,151.2,2,Not_Canceled
INN15236,1,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,90.0,0,Not_Canceled
INN06514,1,0,0,1,Meal Plan 1,0,Room_Type 1,101,2017,12,8,Online,0,0,0,63.75,1,Canceled
INN16080,2,0,1,0,Meal Plan 1,0,Room_Type 1,19,2018,9,19,Offline,0,0,0,118.15,0,Canceled
INN04568,2,1,1,1,Meal Plan 1,0,Room_Type 1,10,2018,2,13,Online,0,0,0,83.55,2,Not_Canceled
INN13256,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,89.0,0,Canceled
INN22988,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled
INN27071,2,0,1,2,Meal Plan 1,0,Room_Type 1,151,2018,8,5,Offline,0,0,0,72.25,1,Not_Canceled
INN10849,2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,10,5,Online,0,0,0,152.0,2,Not_Canceled
INN19248,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,3,16,Online,0,0,0,109.0,0,Not_Canceled
INN33748,2,0,0,1,Not Selected,0,Room_Type 1,51,2018,9,7,Online,0,0,0,87.3,1,Not_Canceled
INN01962,3,0,2,2,Meal Plan 1,0,Room_Type 1,18,2018,9,18,Online,0,0,0,110.4,0,Canceled
INN04993,2,0,0,2,Meal Plan 1,0,Room_Type 1,53,2018,5,18,Online,0,0,0,126.9,0,Canceled
INN04892,2,0,2,4,Meal Plan 1,0,Room_Type 1,92,2017,8,7,Online,0,0,0,76.5,2,Canceled
INN14331,2,0,2,2,Meal Plan 1,0,Room_Type 1,4,2018,7,16,Offline,0,0,0,72.25,0,Canceled
INN30392,2,0,2,3,Meal Plan 1,0,Room_Type 1,157,2018,6,26,Online,0,0,0,90.95,0,Canceled
INN24424,2,2,0,5,Meal Plan 2,0,Room_Type 6,82,2018,4,26,Online,0,0,0,218.96,0,Canceled
INN22254,2,1,0,2,Meal Plan 1,0,Room_Type 4,8,2017,9,8,Online,0,0,0,92.4,3,Not_Canceled
INN25955,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,89.0,0,Canceled
INN30972,2,0,0,2,Meal Plan 1,0,Room_Type 1,6,2018,6,2,Online,0,0,0,136.0,1,Not_Canceled
INN35810,2,0,2,6,Meal Plan 1,0,Room_Type 7,22,2018,9,8,Online,0,0,0,155.77,1,Not_Canceled
INN06227,0,2,2,9,Meal Plan 1,0,Room_Type 2,251,2018,12,28,Online,0,0,0,74.29,2,Canceled
INN17902,3,0,0,4,Meal Plan 1,0,Room_Type 4,2,2018,2,3,Online,0,0,0,130.0,2,Not_Canceled
INN27324,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,2017,12,28,Online,0,0,0,74.69,1,Not_Canceled
INN33275,1,0,1,2,Meal Plan 1,0,Room_Type 1,1,2018,6,17,Offline,0,0,0,70.0,0,Not_Canceled
INN01252,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73.0,0,Not_Canceled
INN03177,1,0,1,0,Meal Plan 1,0,Room_Type 1,13,2018,3,20,Offline,0,0,0,75.0,0,Not_Canceled
INN29649,2,0,1,3,Meal Plan 1,0,Room_Type 4,37,2018,3,14,Online,0,0,0,95.4,1,Canceled
INN03360,2,0,1,2,Not Selected,0,Room_Type 1,0,2018,4,15,Online,0,0,0,89.0,0,Not_Canceled
INN24122,2,0,0,1,Meal Plan 1,0,Room_Type 1,8,2017,9,23,Online,0,0,0,120.0,1,Canceled
INN00308,2,0,0,4,Meal Plan 1,0,Room_Type 4,95,2017,12,29,Offline,0,0,0,60.5,0,Not_Canceled
INN29965,2,0,0,2,Not Selected,0,Room_Type 1,125,2018,5,6,Online,0,0,0,94.5,0,Canceled
INN34057,2,0,0,2,Meal Plan 1,0,Room_Type 1,130,2018,11,25,Online,0,0,0,90.0,2,Not_Canceled
INN34986,3,0,3,5,Meal Plan 1,0,Room_Type 4,82,2018,8,8,Online,0,0,0,150.3,2,Canceled
INN22705,2,0,1,2,Not Selected,0,Room_Type 1,120,2018,6,27,Online,0,0,0,85.5,1,Not_Canceled
INN27866,2,0,2,2,Meal Plan 1,0,Room_Type 1,2,2018,5,15,Offline,0,0,0,81.75,0,Not_Canceled
INN11990,2,0,0,1,Meal Plan 1,0,Room_Type 1,94,2017,11,17,Online,0,0,0,72.25,0,Canceled
INN23796,2,0,2,3,Meal Plan 1,0,Room_Type 1,29,2018,12,1,Online,0,0,0,104.0,1,Not_Canceled
INN23923,2,0,2,5,Meal Plan 1,0,Room_Type 1,116,2018,3,5,Offline,0,0,0,57.0,0,Not_Canceled
INN12581,2,0,0,1,Meal Plan 1,0,Room_Type 1,29,2018,8,30,Online,0,0,0,122.0,2,Not_Canceled
INN35294,2,0,0,1,Meal Plan 1,0,Room_Type 4,11,2018,11,5,Online,0,0,0,140.0,1,Canceled
INN09766,2,0,1,2,Not Selected,0,Room_Type 1,115,2018,5,9,Online,0,0,0,94.5,0,Canceled
INN12226,2,0,0,3,Meal Plan 1,0,Room_Type 1,255,2018,12,27,Offline,0,0,0,62.64,0,Not_Canceled
INN01052,2,0,0,4,Meal Plan 1,0,Room_Type 1,100,2018,9,28,Online,0,0,0,100.0,0,Canceled
INN28646,2,0,2,2,Meal Plan 1,0,Room_Type 4,64,2018,9,24,Online,0,0,0,149.4,1,Canceled
INN14520,2,0,0,1,Meal Plan 1,0,Room_Type 1,17,2018,3,31,Offline,0,0,0,72.4,0,Not_Canceled
INN11411,2,1,0,1,Meal Plan 1,0,Room_Type 1,91,2018,10,7,Online,0,0,0,121.5,2,Canceled
INN09222,1,0,2,1,Meal Plan 2,0,Room_Type 1,220,2018,9,17,Offline,0,0,0,128.0,0,Canceled
INN24849,2,0,0,2,Not Selected,0,Room_Type 1,44,2018,5,31,Online,0,0,0,93.6,0,Canceled
INN10235,1,0,0,1,Meal Plan 1,0,Room_Type 1,22,2017,11,17,Corporate,0,0,0,62.0,1,Not_Canceled
INN04764,2,0,2,4,Meal Plan 1,0,Room_Type 6,73,2018,5,7,Online,0,0,0,170.17,0,Canceled
INN09063,2,0,1,1,Not Selected,0,Room_Type 1,7,2018,10,17,Online,0,0,0,70.0,1,Not_Canceled
INN01875,1,0,0,2,Meal Plan 1,0,Room_Type 1,119,2018,3,29,Offline,0,0,0,83.0,0,Not_Canceled
INN32540,2,0,2,2,Not Selected,0,Room_Type 1,87,2018,4,9,Online,0,0,0,80.75,1,Not_Canceled
INN25663,2,0,2,2,Meal Plan 1,0,Room_Type 1,2,2018,1,24,Online,0,0,0,93.0,0,Not_Canceled
INN33034,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109.0,0,Not_Canceled
INN23667,2,0,0,3,Meal Plan 1,0,Room_Type 1,62,2018,9,1,Online,0,0,0,109.8,1,Not_Canceled
INN27797,2,0,2,2,Meal Plan 1,0,Room_Type 4,30,2018,5,20,Online,0,0,0,140.4,0,Canceled
INN25393,3,0,2,2,Meal Plan 1,0,Room_Type 4,1,2018,7,8,Online,0,0,0,184.5,2,Not_Canceled
INN33908,2,0,1,0,Not Selected,0,Room_Type 1,180,2018,11,13,Online,0,0,0,54.75,2,Not_Canceled
INN33630,2,0,1,5,Not Selected,0,Room_Type 1,20,2018,7,4,Online,0,0,0,139.0,0,Canceled
INN13683,2,0,1,4,Meal Plan 1,0,Room_Type 1,275,2018,10,5,Offline,0,0,0,90.0,0,Canceled
INN20707,2,0,2,2,Not Selected,0,Room_Type 1,208,2018,7,30,Online,0,0,0,80.75,0,Canceled
INN10161,2,0,2,2,Meal Plan 1,0,Room_Type 1,204,2017,10,9,Offline,0,0,0,72.75,0,Not_Canceled
INN25833,2,0,1,3,Meal Plan 1,0,Room_Type 1,287,2018,9,29,Online,0,0,0,100.3,0,Canceled
INN05832,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,2018,6,8,Offline,0,0,0,120.0,0,Not_Canceled
INN04918,1,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,66.18,1,Not_Canceled
INN25075,2,0,1,3,Meal Plan 1,0,Room_Type 1,20,2018,1,25,Online,0,0,0,91.0,1,Not_Canceled
INN00192,1,0,0,1,Meal Plan 1,0,Room_Type 1,15,2018,10,6,Online,0,0,0,145.0,0,Canceled
INN25069,2,0,0,3,Meal Plan 1,0,Room_Type 4,93,2017,12,30,Offline,0,0,0,60.67,0,Not_Canceled
INN24485,2,0,0,4,Meal Plan 1,0,Room_Type 1,253,2018,5,4,Offline,0,0,0,90.0,0,Canceled
INN12902,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,11,19,Corporate,1,1,0,65.0,0,Not_Canceled
INN13234,2,0,0,1,Meal Plan 1,0,Room_Type 1,33,2018,11,26,Online,0,0,0,113.0,1,Not_Canceled
INN12630,2,0,0,4,Meal Plan 1,0,Room_Type 1,23,2018,2,10,Online,0,0,0,72.8,0,Canceled
INN04486,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,9,15,Online,0,0,0,179.0,2,Not_Canceled
INN09784,2,0,0,2,Meal Plan 1,0,Room_Type 1,45,2018,12,2,Online,0,0,0,93.6,1,Not_Canceled
INN28055,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,2018,6,8,Offline,0,0,0,120.0,0,Not_Canceled
INN25000,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104.0,0,Not_Canceled
INN03925,2,0,0,4,Not Selected,0,Room_Type 1,41,2018,1,20,Online,0,0,0,62.0,0,Not_Canceled
INN09941,3,0,0,1,Meal Plan 1,0,Room_Type 4,95,2018,5,21,Online,0,0,0,159.3,0,Canceled
INN35805,2,0,2,3,Meal Plan 1,0,Room_Type 1,185,2018,9,29,Online,0,0,0,116.1,2,Canceled
INN27130,2,0,2,1,Meal Plan 1,0,Room_Type 4,35,2018,4,30,Online,0,0,0,140.4,1,Not_Canceled
INN32779,2,0,0,4,Not Selected,0,Room_Type 1,126,2018,7,6,Online,0,0,0,97.75,0,Canceled
INN31994,2,0,0,1,Meal Plan 1,0,Room_Type 1,443,2018,4,29,Offline,0,0,0,65.0,0,Canceled
INN22801,2,0,2,3,Meal Plan 1,0,Room_Type 1,290,2018,10,20,Online,0,0,0,90.95,0,Canceled
INN15199,1,0,0,3,Meal Plan 1,0,Room_Type 1,58,2018,1,27,Offline,0,0,0,81.0,0,Not_Canceled
INN24235,1,0,0,1,Meal Plan 1,0,Room_Type 1,68,2017,12,2,Corporate,0,0,0,65.0,1,Not_Canceled
INN27239,2,0,2,2,Not Selected,0,Room_Type 1,213,2018,10,1,Online,0,0,0,92.65,0,Canceled
INN28811,2,0,2,0,Meal Plan 1,0,Room_Type 1,4,2018,6,12,Online,0,0,0,120.5,1,Not_Canceled
INN25459,2,0,2,2,Meal Plan 1,0,Room_Type 1,15,2017,12,4,Online,0,0,0,104.5,1,Not_Canceled
INN16062,2,1,0,2,Meal Plan 1,0,Room_Type 4,110,2018,5,13,Online,0,0,0,121.59,1,Not_Canceled
INN19498,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Offline,0,0,0,75.0,0,Canceled
INN03304,3,0,1,5,Meal Plan 1,0,Room_Type 4,123,2018,9,20,Online,0,0,0,162.0,0,Canceled
INN30827,3,0,2,2,Meal Plan 1,0,Room_Type 4,56,2018,8,26,Online,0,0,0,162.0,2,Not_Canceled
INN25921,1,0,0,2,Meal Plan 1,0,Room_Type 1,28,2018,5,19,Corporate,0,0,0,95.0,0,Canceled
INN29964,2,0,0,5,Meal Plan 1,0,Room_Type 1,140,2017,12,29,Offline,0,0,0,70.0,0,Not_Canceled
INN15550,2,0,0,2,Meal Plan 1,0,Room_Type 1,122,2018,4,15,Offline,0,0,0,85.0,0,Not_Canceled
INN18075,2,0,1,2,Meal Plan 1,0,Room_Type 1,83,2018,6,3,Online,0,0,0,123.9,2,Not_Canceled
INN24648,3,0,1,3,Meal Plan 1,0,Room_Type 1,98,2018,12,26,Online,0,0,0,91.4,0,Canceled
INN27528,2,0,1,0,Meal Plan 1,0,Room_Type 1,22,2017,9,6,Online,0,0,0,105.0,0,Not_Canceled
INN21433,0,2,0,3,Meal Plan 1,0,Room_Type 2,104,2017,8,11,Online,0,0,0,6.0,2,Not_Canceled
INN13305,2,0,0,2,Meal Plan 1,0,Room_Type 1,60,2018,11,18,Offline,0,0,0,75.0,0,Not_Canceled
INN32816,2,0,0,3,Not Selected,0,Room_Type 1,26,2018,11,2,Online,0,0,0,109.0,2,Not_Canceled
INN19693,2,0,0,1,Meal Plan 1,0,Room_Type 4,13,2018,1,16,Online,0,0,0,97.0,1,Not_Canceled
INN17889,2,0,0,2,Meal Plan 1,0,Room_Type 1,68,2017,9,29,Offline,0,0,0,65.0,0,Not_Canceled
INN30860,2,0,1,1,Not Selected,0,Room_Type 1,4,2018,9,5,Online,0,0,0,149.0,0,Canceled
INN01807,2,1,0,3,Meal Plan 1,0,Room_Type 1,33,2017,10,7,Offline,0,0,0,75.6,1,Not_Canceled
INN03872,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Online,0,0,0,101.5,0,Canceled
INN32664,1,0,0,3,Meal Plan 1,0,Room_Type 1,98,2017,12,29,Offline,0,0,0,52.7,1,Not_Canceled
INN03792,2,0,0,1,Meal Plan 1,1,Room_Type 4,124,2018,8,4,Online,0,0,0,127.8,1,Not_Canceled
INN35164,2,0,0,4,Meal Plan 1,0,Room_Type 1,77,2017,9,22,Online,0,0,0,116.94,0,Canceled
INN14155,2,0,0,2,Meal Plan 1,0,Room_Type 1,211,2018,5,20,Offline,0,0,0,100.0,0,Canceled
INN02787,2,0,1,3,Meal Plan 1,0,Room_Type 1,100,2018,5,19,Online,0,0,0,136.0,1,Not_Canceled
INN09260,2,0,1,0,Not Selected,0,Room_Type 1,22,2018,9,12,Online,0,0,0,89.0,2,Not_Canceled
INN33109,2,0,0,3,Meal Plan 1,0,Room_Type 4,85,2018,4,7,Online,0,0,0,99.3,0,Canceled
INN30063,2,0,2,3,Meal Plan 1,0,Room_Type 1,82,2018,12,10,Online,0,0,0,64.67,1,Not_Canceled
INN01718,2,0,2,3,Not Selected,0,Room_Type 1,53,2018,3,6,Online,0,0,0,65.75,0,Not_Canceled
INN02697,1,0,1,3,Meal Plan 1,0,Room_Type 1,5,2018,4,4,Aviation,0,0,0,95.0,0,Not_Canceled
INN31028,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73.0,0,Not_Canceled
INN01849,2,0,0,1,Meal Plan 1,0,Room_Type 1,34,2018,4,22,Online,0,0,0,105.3,1,Not_Canceled
INN20897,2,0,1,0,Meal Plan 1,1,Room_Type 1,55,2018,11,13,Online,0,0,0,102.6,2,Not_Canceled
INN23454,2,0,1,2,Not Selected,0,Room_Type 1,9,2018,12,16,Online,0,0,0,78.0,0,Not_Canceled
INN30388,3,0,1,0,Meal Plan 1,0,Room_Type 4,20,2018,4,10,Online,0,0,0,153.0,1,Not_Canceled
INN10624,2,0,2,1,Meal Plan 1,0,Room_Type 1,67,2018,3,26,Offline,0,0,0,76.16,1,Not_Canceled
INN32424,2,0,2,2,Meal Plan 1,0,Room_Type 1,11,2018,7,2,Online,0,0,0,151.0,1,Canceled
INN12853,2,1,2,1,Meal Plan 1,0,Room_Type 1,107,2018,5,7,Online,0,0,0,130.0,1,Canceled
INN06623,2,1,0,1,Not Selected,0,Room_Type 1,4,2018,8,2,Online,0,0,0,97.41,0,Not_Canceled
INN03436,3,0,0,3,Meal Plan 1,0,Room_Type 1,14,2018,3,10,Offline,0,0,0,102.0,1,Not_Canceled
INN19146,2,2,0,1,Meal Plan 1,0,Room_Type 6,20,2018,7,6,Online,0,0,0,231.0,1,Not_Canceled
INN31924,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,115.0,1,Canceled
INN29897,2,0,2,1,Not Selected,0,Room_Type 1,1,2018,4,23,Online,0,0,0,109.0,0,Not_Canceled
INN16527,2,0,2,5,Meal Plan 2,0,Room_Type 1,14,2018,8,8,Offline,0,0,0,116.0,0,Canceled
INN06772,2,0,0,1,Meal Plan 2,0,Room_Type 1,219,2017,9,4,Online,0,0,0,108.0,0,Canceled
INN13779,2,0,0,3,Meal Plan 1,0,Room_Type 1,40,2018,6,29,Online,0,0,0,117.9,0,Not_Canceled
INN27560,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,2,29,Corporate,1,0,10,65.0,1,Not_Canceled
INN06993,2,2,2,3,Meal Plan 1,0,Room_Type 2,252,2018,8,14,Online,0,0,0,163.63,1,Canceled
INN32428,2,0,0,2,Meal Plan 1,0,Room_Type 1,10,2018,3,18,Online,0,0,0,118.0,0,Canceled
INN18032,2,0,0,3,Meal Plan 1,0,Room_Type 4,109,2018,9,20,Online,0,0,0,149.4,2,Not_Canceled
INN34596,2,0,0,4,Not Selected,0,Room_Type 1,100,2018,4,26,Online,0,0,0,82.88,0,Canceled
INN31326,2,0,1,2,Meal Plan 1,0,Room_Type 1,96,2018,9,26,Online,0,0,0,135.9,0,Canceled
INN30677,2,1,1,1,Meal Plan 1,0,Room_Type 1,165,2018,8,1,Online,0,0,0,94.56,2,Not_Canceled
INN35162,2,0,0,2,Not Selected,1,Room_Type 1,1,2018,8,2,Online,0,0,0,133.0,1,Not_Canceled
INN02829,2,0,2,3,Not Selected,0,Room_Type 1,1,2017,9,20,Online,0,0,0,102.41,0,Not_Canceled
INN11602,2,0,0,4,Meal Plan 2,0,Room_Type 1,100,2018,9,28,Offline,0,0,0,140.0,1,Not_Canceled
INN01118,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,9,27,Corporate,0,0,0,160.0,0,Not_Canceled
INN30958,2,0,0,3,Meal Plan 1,0,Room_Type 1,79,2018,4,27,Offline,0,0,0,75.0,0,Not_Canceled
INN01757,1,0,2,1,Meal Plan 2,0,Room_Type 1,122,2018,3,27,Offline,0,0,0,86.0,0,Not_Canceled
INN16882,2,0,1,0,Meal Plan 1,0,Room_Type 1,258,2018,10,16,Offline,0,0,0,110.0,0,Canceled
INN06752,2,1,0,2,Meal Plan 1,0,Room_Type 1,45,2018,6,29,Online,0,0,0,134.1,1,Not_Canceled
INN28685,1,0,2,3,Meal Plan 1,0,Room_Type 1,16,2018,11,25,Online,0,0,0,58.45,1,Canceled
INN00871,1,0,2,2,Meal Plan 1,0,Room_Type 1,48,2018,5,22,Offline,0,0,0,81.0,0,Not_Canceled
INN19742,2,0,1,2,Meal Plan 1,0,Room_Type 1,233,2018,10,14,Offline,0,0,0,90.0,0,Canceled
INN09105,1,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Offline,0,0,0,90.0,0,Not_Canceled
INN24063,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Offline,0,0,0,115.0,1,Canceled
INN00722,2,0,2,3,Meal Plan 1,0,Room_Type 1,11,2018,2,13,Offline,0,0,0,85.0,0,Not_Canceled
INN10998,2,0,2,2,Meal Plan 1,0,Room_Type 1,80,2018,7,15,Offline,0,0,0,72.25,0,Not_Canceled
INN27650,2,0,2,3,Meal Plan 1,0,Room_Type 1,101,2018,7,24,Offline,0,0,0,72.25,0,Canceled
INN17271,2,0,0,2,Meal Plan 1,0,Room_Type 4,67,2018,7,20,Online,0,0,0,123.3,1,Not_Canceled
INN19728,1,0,2,0,Meal Plan 1,0,Room_Type 1,3,2018,10,30,Online,0,0,0,150.0,2,Not_Canceled
INN18109,1,0,1,0,Meal Plan 1,0,Room_Type 1,44,2018,3,7,Offline,0,0,0,65.4,0,Canceled
INN05593,2,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,24,Offline,0,0,0,105.0,0,Not_Canceled
INN08348,2,0,1,4,Meal Plan 2,0,Room_Type 1,26,2018,12,21,Online,0,0,0,102.72,0,Canceled
INN26097,2,0,2,5,Meal Plan 1,0,Room_Type 4,225,2018,6,28,Online,0,0,0,103.46,0,Canceled
INN15589,2,0,1,1,Not Selected,0,Room_Type 1,17,2018,1,30,Online,0,0,0,60.0,1,Not_Canceled
INN24487,1,0,1,0,Meal Plan 1,0,Room_Type 1,35,2018,9,26,Offline,0,0,0,99.0,0,Not_Canceled
INN21261,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120.0,0,Not_Canceled
INN10939,2,0,1,2,Meal Plan 1,0,Room_Type 1,41,2017,10,16,Online,0,0,0,105.9,2,Not_Canceled
INN32940,2,0,2,2,Meal Plan 1,0,Room_Type 1,19,2018,4,29,Online,0,0,0,106.65,1,Not_Canceled
INN11738,2,0,1,2,Meal Plan 1,0,Room_Type 4,49,2017,11,9,Offline,0,0,0,60.0,0,Not_Canceled
INN00315,2,0,2,1,Meal Plan 1,0,Room_Type 1,26,2018,2,28,Offline,0,0,0,87.0,0,Not_Canceled
INN26376,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,7,20,Aviation,0,0,0,79.0,0,Not_Canceled
INN35326,1,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Offline,0,0,0,87.0,0,Not_Canceled
INN11950,3,0,1,5,Meal Plan 1,0,Room_Type 4,52,2018,10,31,Online,0,0,0,115.09,1,Not_Canceled
INN33726,2,0,2,1,Meal Plan 1,0,Room_Type 1,99,2017,12,5,Online,0,0,0,72.25,2,Not_Canceled
INN20589,2,0,0,4,Meal Plan 1,0,Room_Type 1,207,2018,8,23,Online,0,0,0,99.45,1,Canceled
INN05851,2,0,0,1,Meal Plan 1,0,Room_Type 1,9,2017,9,11,Online,0,0,0,105.0,2,Not_Canceled
INN06130,2,0,1,3,Meal Plan 1,0,Room_Type 4,123,2018,12,26,Online,0,0,0,105.61,2,Not_Canceled
INN05448,2,0,2,2,Meal Plan 1,0,Room_Type 1,208,2018,6,11,Offline,0,0,0,80.24,2,Not_Canceled
INN03130,1,0,2,1,Meal Plan 1,0,Room_Type 1,0,2018,4,9,Corporate,0,0,0,104.0,0,Not_Canceled
INN16280,2,0,1,2,Meal Plan 1,0,Room_Type 1,186,2018,4,22,Offline,0,0,0,80.0,0,Not_Canceled
INN15633,2,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,11,5,Offline,0,0,0,130.0,0,Not_Canceled
INN18381,1,0,1,1,Meal Plan 1,0,Room_Type 1,117,2018,2,29,Offline,0,0,0,76.0,0,Not_Canceled
INN00911,2,0,1,0,Meal Plan 1,0,Room_Type 1,263,2017,9,21,Offline,0,0,0,67.0,0,Not_Canceled
INN03969,2,0,1,1,Meal Plan 1,0,Room_Type 1,5,2017,9,7,Online,0,0,0,75.24,0,Not_Canceled
INN12769,2,0,1,3,Not Selected,0,Room_Type 1,58,2018,3,21,Online,0,0,0,83.3,1,Canceled
INN34262,2,0,0,1,Not Selected,0,Room_Type 1,27,2018,7,8,Online,0,0,0,139.0,0,Canceled
INN10166,2,0,2,1,Meal Plan 1,0,Room_Type 1,205,2018,5,29,Offline,0,0,0,90.0,0,Canceled
INN00337,2,0,2,2,Meal Plan 1,0,Room_Type 1,38,2018,10,2,Online,0,0,0,126.0,0,Not_Canceled
INN27341,2,0,0,4,Meal Plan 1,0,Room_Type 1,228,2018,10,5,Online,0,0,0,102.85,1,Canceled
INN18932,2,0,2,1,Meal Plan 1,0,Room_Type 1,31,2018,5,21,Online,0,0,0,114.9,1,Not_Canceled
INN08468,2,1,0,1,Meal Plan 1,0,Room_Type 1,0,2018,1,30,Offline,0,0,0,77.6,0,Not_Canceled
INN08113,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105.0,0,Not_Canceled
INN02986,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100.0,0,Not_Canceled
INN10879,1,0,0,3,Meal Plan 1,0,Room_Type 1,8,2017,11,26,Online,0,0,0,66.98,0,Not_Canceled
INN15917,2,0,0,1,Not Selected,0,Room_Type 1,46,2018,11,22,Online,0,0,0,79.2,0,Canceled
INN21005,2,0,0,4,Meal Plan 1,0,Room_Type 1,177,2018,8,24,Online,0,0,0,93.08,1,Not_Canceled
INN22916,1,0,2,2,Meal Plan 1,0,Room_Type 1,77,2018,4,16,Online,0,0,0,95.2,1,Not_Canceled
INN11670,2,0,2,5,Meal Plan 1,0,Room_Type 4,76,2018,10,16,Offline,0,0,0,90.95,0,Not_Canceled
INN20863,3,0,2,1,Meal Plan 1,0,Room_Type 1,46,2018,11,19,Online,0,0,0,128.6,2,Not_Canceled
INN19943,1,0,0,3,Meal Plan 1,0,Room_Type 1,174,2018,9,22,Offline,0,0,0,95.67,0,Not_Canceled
INN13908,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,101.5,0,Canceled
INN11002,2,0,2,3,Meal Plan 1,0,Room_Type 1,93,2018,5,21,Online,0,0,0,119.85,0,Canceled
INN04821,1,0,0,1,Meal Plan 1,0,Room_Type 1,96,2018,4,8,Online,0,0,0,90.9,1,Canceled
INN29438,1,0,1,1,Meal Plan 1,0,Room_Type 1,45,2018,11,19,Online,0,0,0,86.4,0,Canceled
INN33568,2,1,2,5,Meal Plan 1,0,Room_Type 1,75,2018,7,23,Online,0,0,0,123.3,0,Canceled
INN30633,3,0,1,2,Meal Plan 2,0,Room_Type 4,7,2018,2,29,Online,0,0,0,193.0,2,Not_Canceled
INN29823,2,0,1,2,Meal Plan 1,0,Room_Type 1,24,2018,4,15,Online,0,0,0,118.33,1,Not_Canceled
INN19801,3,0,2,2,Meal Plan 1,0,Room_Type 4,148,2018,12,23,Online,0,0,0,115.6,1,Not_Canceled
INN16692,1,0,0,3,Meal Plan 1,0,Room_Type 1,1,2018,1,19,Offline,0,0,0,80.0,0,Not_Canceled
INN36214,2,0,1,4,Meal Plan 1,0,Room_Type 1,275,2018,10,5,Offline,0,0,0,90.0,0,Canceled
INN12101,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,2017,8,22,Online,0,0,0,106.67,0,Not_Canceled
INN21759,3,0,2,0,Meal Plan 1,0,Room_Type 4,91,2018,9,4,Online,0,0,0,168.3,1,Not_Canceled
INN16733,2,0,2,3,Meal Plan 1,0,Room_Type 4,7,2018,6,18,Online,0,0,0,156.0,0,Canceled
INN22303,2,0,0,2,Meal Plan 1,0,Room_Type 1,182,2018,9,30,Online,0,0,0,117.9,2,Canceled
INN09019,2,0,0,3,Meal Plan 1,0,Room_Type 4,77,2018,10,6,Online,0,0,0,132.3,1,Canceled
INN29873,2,0,0,3,Meal Plan 1,0,Room_Type 1,193,2017,10,15,Offline,0,0,0,65.0,0,Canceled
INN07244,2,0,1,2,Meal Plan 1,0,Room_Type 1,198,2018,9,9,Online,0,0,0,90.0,0,Canceled
